TransactionID,OrderDate,TransactionDate,ShippingDate,CustomerID,ProductID,SKU,StoreID,Warehouse,Country,City,SalesChannel,PaymentMethod,OrderStatus,Quantity,UnitPrice,GrossSales,DiscountPct,DiscountAmount,NetSales,COGS,ShippingCost,ShippingMethod,DeliveryDays,MarketingCost,CampaignID,CampaignName,ReturnFlag,ReturnReason,CancellationFlag,NewVsReturning,InventoryLevel,StockStatus,ProductRating,CustomerSegment,AgeGroup,Gender,AcquisitionSource,LoyaltyTier,ProductName,Brand,ProductCategory,ProductSubcategory,SkinConcern,ProductSizeML,UnitCost,ProductLaunchDate
T906283,31/12/2024,31/12/2024,06/01/2025,C505569,P1056,LW-CL-BOD-1056,S104,WH-SOU-MAIN,South Korea,Seoul,Distributor,Bank Transfer,Completed,6,25.56,153.36,0,0,153.36,56.58,5.78,Freight (B2B),9,0,,N/A,No,Unknown,No,New,72,In Stock,5,Mass,18-24,Female,Affiliate,None,Luminous Shield Hand Cream (400ml),ClearDerm,Body Care,Hand Cream,Redness,400,9.43,06/12/2023
T902644,03/05/2024,03/05/2024,,C501815,P1017,LW-SE-ANT-1017,S123,WH-PHI-CEB,Philippines,Manila,Retail Store,Cash on Delivery,Completed,3,19.57,58.71,20,11.74,46.97,20.58,0,Store Pickup,0,0,CMP0073,Flash Sale - Philippines 2024,No,,No,Returning,466,In Stock,,Premium,18-24,Female,Organic Search,None,Soothe Complex Firming Serum (15ml),Seoul Glow,Anti-Aging,Firming Serum,Hyperpigmentation,15,6.86,01/08/2022
T922815,"June 06, 2024",06/06/2024,06/08/2024,C506529,P1060,LW-CL-EYE-1060,S108,WH-JAP-MAIN,Japan,Osaka,Distributor,Bank Transfer,Processing,500,106.65,639.9,0,0,639.9,267.54,8.85,Freight (B2B),3,0,,-,No,,No,Returning,338,In Stock,,Premium,25-34,Female,Organic Search,None,Revive Infusion Eye Serum (100ml),ClearDerm,Eye Care,Eye Serum,Uneven Texture,100,44.59,23/11/2020
T901120,16-Sep-24,16/09/2024,17/09/2024,C506098,P1023,LW-HE-ANT-1023,ONLINE,WH-SOU-MAIN,South Korea,Busan,Online Marketplace,Credit Card,Returned,3,20.03,60.09,0,0,60.09,19.23,3.3,Standard,6,1.91,CMP0085,Retargeting - South Korea 2024,Yes,Changed Mind,No,New,140,In Stock,,Mass,25-34,Female,Marketplace Search,Silver,Silk Bloom Firming Serum (15ml),Herbal Roots,Anti-Aging,Firming Serum,Uneven Texture,15,6.41,28/01/2020
T901971,14/03/2024,03/14/2024,"March 18, 2024",C504182,P1118,LW-EC-SER-1118,ONLINE,WH-THA-MAIN,Thailand,Chiang Mai,E-commerce,Digital Wallet,Completed,5,226,1130,0,0,1130,457.95,10.65,Standard,6,0,,None,No,N/A,No,New,718,In Stock,4,Premium,25-34,Female,Email Campaign,Silver,Botanical Balance Brightening Serum (250ml),EcoPure,Serum,Brightening Serum,Sensitivity,250,91.59,27/05/2021
T920324,27/01/2022,27-Jan-22,01/02/2022,C506723,P1039,LW-HE-CLE-1039,ONLINE,WH-SIN-MAIN,Singapore,Singapore,Online Marketplace,Cash on Delivery,Completed,1,7,7,10,0.7,6.3,2.12,6.2,Express,7,0,,None,No,,No,New,685,In Stock,,Premium,25-34,Female,Influencer,Silver,Dewy Ritual Cleansing Balm (50ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,50,2.12,03/06/2020
T910349,22/08/2024,22/08/2024,27/08/2024,C501877,P1002,LW-SE-MOI-1002,ONLINE,WH-SIN-MAIN,Singapore,Singapore,Online Marketplace,Credit Card,Completed,1,30.39,30.39,5,1.52,28.87,10.1,8.41,Standard,7,1.59,CMP0074,Flash Sale - Singapore 2024,No,N/A,No,Returning,346,In Stock,3,Premium,25-34,Female,Organic Search,None,Fresh Elixir Gel Cream (100ml),Seoul Glow,Moisturizer,Gel Cream,Aging/Wrinkles,100,10.1,18/12/2023
T908588,24/04/2024,"April 24, 2024",29-Apr-24,C502937,P1032,LW-HE-FAC-1032,ONLINE,WH-JAP-MAIN,Japan,Osaka,Online Marketplace,Digital Wallet,Completed,1,4.01,4.01,0,0,4.01,1.66,6.4,Standard,6,0,,None,No,,No,New,8,Low Stock,,Mass,25-34,Male,Affiliate,Bronze,Tender Petal Sheet Mask (15ml),Herbal Roots,Face Mask,Sheet Mask,Dryness,15,1.66,03/03/2019
T914969,17-Jun-22,06/17/2022,22-Jun-22,C500881,P1007,LW-SE-SUN-1007,ONLINE,WH-SIN-MAIN,Singapore,Singapore,E-commerce,Bank Transfer,Completed,1,63.26,63.26,0,0,63.26,22.07,2.82,Standard,6,0,,None,No,,No,Returning,764,In Stock,3,Mass,55 and above,Female,Paid Social,None,Silk Lift Sun Cushion (250ml),Seoul Glow,Sunscreen,Sun Cushion,Acne,250,22.07,27/11/2021
T915321,22/03/2021,22/03/2021,,C501142,P1101,LW-EC-MOI-1101,S110,WH-CHI-BEI,China,Beijing,Retail Store,Bank Transfer,Completed,1,16.38,$16.38,0,0,16.38,5.08,0,Store Pickup,0,0,,,No,-,No,Returning,503,In Stock,,Mass,25-34,Female,Distributor B2B,None,Calm Barrier Emulsion (50ml),EcoPure,Moisturizer,Emulsion,Aging/Wrinkles,50,5.08,20/05/2019
T902425,10/01/2021,10/01/2021,"October 03, 2021",C507108,P1108,LW-EC-ACN-1108,ONLINE,WH-JAP-MAIN,Japan,Nagoya,Online Marketplace,Credit Card,Completed,2,257.32,514.64,0,0,514.64,176.2,5.53,Standard,3,0,,,No,N/A,No,Returning,49,In Stock,3,Mass,18-24,Female,Referral,Silver,Soothe Recovery Spot Treatment (400ml),EcoPure,Acne Care,Spot Treatment,Redness,400,88.1,11/03/2020
T922156,18/11/2021 0:00,18/11/2021,11/24/2021,C503144,P1107,LW-EC-ACN-1107,ONLINE,WH-SOU-MAIN,Korea (South),Busan,ONLINE MARKETPLACE,Credit Card,Completed,1,126.43,126.43,15,18.96,107.47,$40.89,8.28,Express,8,0,,None,No,,No,Returning,203,In Stock,4,Premium,35-44,Male,Affiliate,None,Soothe Recovery Spot Treatment (200ml),EcoPure,Acne Care,Spot Treatment,Redness,200,40.89,11/03/2020
T905309,25/05/2022,25/05/2022,29/05/2022,C504857,P1048,LW-CL-FAC-1048,ONLINE,WH-IND-MAIN,Indonesia,Surabaya,Online Marketplace,Credit Card,Completed,1,70.48,70.48,0,0,70.48,21.01,3.06,Standard,8,0,,None,No,N/A,No,New,88,In Stock,4,Premium,25-34,Female,Paid Social,None,Silk Bloom Sleeping Pack (250ml),ClearDerm,Face Mask,Sleeping Pack,Aging/Wrinkles,250,21.01,25/02/2021
T902434,16-Dec-21,16/12/2021,21/12/2021,C503563,P1094,LW-AU-ACN-1094,S118,WH-THA-MAIN,Thailand,Chiang Mai,Distributor,Bank Transfer,Completed,36,$15.30,$550.80,30,165.24,385.56,208.08,57.54,Freight (B2B),6,2.19,CMP0008,12.12 Year End Sale 2021,No,N/A,No,Returning,308,In Stock,5,VIP,18-24,Unknown,Email Campaign,None,Crystal Shield Spot Treatment (15ml),Aurora Prestige,Acne Care,Spot Treatment,Acne,15,5.78,10/10/2020
T900442,12/10/2021,10/12/2021,,C503842,P1005,LW-SE-CLE-1005,S128,WH-SIN-SIN,Singapore,Singapore,Retail Store,Credit Card,Returned,5,4.39,21.95,0,0,$21.95,7.7,0,Store Pickup,0,0,,,Yes,Product Damaged in Transit,No,Returning,642,In Stock,,Mass,25-34,M,Distributor B2B,Silver,Dewy Barrier Cleansing Balm (30ml),Seoul Glow,Cleanser,Cleansing Balm,Pores,30,1.54,20/11/2021
T906974,19-Jun-22,19/06/2022,21/06/2022 0:00,C500929,P1051,LW-CL-FAC-1051,ONLINE,WH-THA-MAIN,Thailand,Bangkok,E-commerce,Store Credit,Completed,1,18.49,$18.49,0,0,18.49,4.75,3.29,Express,7,2.3,CMP0061,Loyalty Reward - Thailand 2022,No,,No,Returning,247,In Stock,,Mass,35-44,Female,Paid Social,None,Fresh Ritual Peel-off Mask (50ml),ClearDerm,Face Mask,Peel-off Mask,Uneven Texture,50,4.75,01/07/2019
T908306,13/11/2021,13/11/2021,15-Nov-21,C504367,P1038,LW-HE-CLE-1038,ONLINE,WH-THA-MAIN,Thailand,Chiang Mai,Online Marketplace,Bank Transfer,Completed,1,19.91,19.91,0,0,19.91,5.38,4.94,Express,5,0,,,No,N/A,No,Returning,437,In Stock,,Premium,45-54,Female,Paid Social,Gold,Dewy Ritual Cleansing Balm (150ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,150,5.38,03/06/2020
T900840,26/04/2023,26/04/2023,,C504827,P1111,LW-EC-EYE-1111,S130,WH-IND-JAK,Indonesia,Surabaya,Retail Store,DEBIT CARD,Completed,2,907.12,1814.24,0,0,1814.24,468.82,0,Store Pickup,0,0,,-,No,Unknown,No,Returning,786,In Stock,,Premium,18-24,N/A,Distributor B2B,Bronze,Fresh Balance Eye Cream (400ml),ecopure,Eye Care,Eye Cream,Aging/Wrinkles,400,234.41,09/04/2023
T913833,15-Oct-21,15/10/2021,21/10/2021,C503861,P1096,LW-EC-ANT-1096,ONLINE,WH-SOU-MAIN,South Korea,Seoul,Online Marketplace,Digital Wallet,Pending,1,172.37,172.37,20,34.47,137.9,48.8,8.55,Express,8,1.29,CMP0034,Flash Sale - All Markets 2021,No,,No,Returning,27,Low Stock,,Mass,25-34,Female,Marketplace Search,Silver,Silk Complex Collagen Ampoule (100ml),EcoPure,Anti-Aging,Collagen Ampoule,Uneven Texture,100,48.8,14/10/2021
T907062,06-Nov-22,11/06/2022,09/11/2022,C502458,P1088,LW-AU-SUN-1088,ONLINE,WH-SIN-MAIN,Singapore,Singapore,Online Marketplace,Digital Wallet,Completed,1,101.23,101.23,0,0,101.23,35.73,6.95,Standard,5,0,,N/A,No,-,No,New,239,In Stock,5,Premium,18-24,Female,Organic Search,Silver,Glow Harmony Tinted Sunscreen (200ml),Aurora Prestige,Sunscreen,Tinted Sunscreen,Aging/Wrinkles,200,35.73,24/07/2022
T909529,16/01/2022,16/01/2022,23/01/2022,C505911,P1006,LW-SE-CLE-1006,ONLINE,WH-SOU-MAIN,South Korea,Incheon,Online Marketplace,Credit Card,completed,3,14.56,43.68,0,0,43.68,$18.78,8.54,Standard,12,0,,,No,,No,New,443,In Stock,,Premium,55+,Female,Retail Walk-in,Bronze,Dewy Barrier Cleansing Balm (150ml),Seoul Glow,Cleanser,Cleansing Balm,Pores,150,6.26,20/11/2021
T903801,10/01/2023,10/01/2023,02/10/2023,C506379,P1013,LW-SE-BOD-1013,ONLINE,WH-AUS-MAIN,Australia,Sydney,Marketplace,Digital Wallet,Completed,1,18.92,18.92,0,0,18.92,5.52,5.88,Standard,3,0,,,No,,No,Returning,153,In Stock,,Premium,55 +,FEMALE,Distributor B2B,None,Crystal Elixir Body Lotion (150ml),Seoul Glow,Body Care,Body Lotion,Oiliness,150,5.52,22/01/2023
T904882,09/27/2022,27/09/2022,02/10/2022,C506665,P1037,LW-HE-CLE-1037,ONLINE,WH-VIE-MAIN,Vietnam,Hanoi,E-commerce,Digital Wallet,Pending,2,12.78,25.56,20,5.11,20.45,8.92,1.92,Same-Day,6,2.15,CMP0014,9.9 Super Sale 2022,No,-,No,New,336,In Stock,,Mass,18-24,Female,Retail Walk-in,None,Dewy Ritual Cleansing Balm (100ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,100,4.46,03/06/2020
T919546,02/12/2024,02/12/2024,"December 04, 2024",C502119,P1109,LW-EC-ANT-1109,ONLINE,WH-THA-MAIN,Thailand,Bangkok,Online Marketplace,Cash on Delivery,Completed,1,377.61,377.61,0,0,377.61,94.91,2.93,Express,5,0,,,No,-,No,New,375,In Stock,,Premium,25-34,Female,Organic Search,Gold,Velvet Balance Wrinkle Cream (200ml),EcoPure,Anti-Aging,Wrinkle Cream,Redness,200,94.91,28/07/2024
T913463,20/05/2024 0:00,20/05/2024,25-May-24,C503467,P1062,LW-CL-ANT-1062,ONLINE,WH-CHI-MAIN,China,Guangzhou,E-commerce,digital wallet,Completed,3,538.95,1616.85,0,0,1616.85,435.6,7.76,Express,10,0,,-,No,-,No,Returning,372,In Stock,4,Mass,25-34,Male,Email Campaign,None,Fresh Recovery Neck Cream (400ml),ClearDerm,Anti-Aging,Neck Cream,Redness,400,145.2,09/08/2023
T906175,07/22/2022,22/07/2022,24-Jul-22,C503940,P1007,LW-SE-SUN-1007,ONLINE,WH-AUS-MAIN,Australia,Melbourne,Ecommerce,Cash on Delivery,Completed,1,63.26,63.26,0,0,63.26,22.07,3.12,Standard,7,0,,,No,-,No,Returning,619,In Stock,,Mass,18-24,Female,Influencer,Silver,Silk Lift Sun Cushion (250ml),Seoul Glow,Sunscreen,Sun Cushion,Acne,250,22.07,27/11/2021
T910636,06/10/2023,06-Oct-23,11-Oct-23,,P1119,LW-EC-SER-1119,S121,WH-VIE-MAIN,Vietnam,Ho Chi Minh City,Distributor  ,Bank Transfer,Completed,12,15.74,188.88,0,0,188.88,66.96,11.01,Freight (B2B),7,0,,None,No,N/A,No,New,82,In Stock,,Mass,25-34,Male,Paid Social,None,Botanical Balance Brightening Serum (15ml),EcoPure,Serum,Brightening Serum,Sensitivity,15,5.58,27/05/2021
T911226,11/22/2023,22/11/2023,27/11/2023,C503819,P1001,LW-SE-MOI-1001,ONLINE,WH-IND-MAIN,Indonesia,Jakarta,ONLINE MARKETPLACE,Bank Transfer,Completed,2,7.2,14.4,0,0,14.4,6.38,5.7,Standard,9,0,,N/A,No,Unknown,No,Returning,660,In Stock,4,Mass,18-24,Male,Marketplace Search,Gold,Silk Veil Cream (30ml),Seoul Glow,Moisturizer,Cream,Sensitivity,30,3.19,03/09/2022
T909835,09/10/2023,10/09/2023,10/10/2023,C502122,P1085,LW-AU-EYE-1085,ONLINE,WH-IND-MAIN,Indonesia,Surabaya,Online Marketplace,Digital Wallet,Completed,2,431.42,862.84,0,0,862.84,269.6,5.03,Standard,3,0,,,No,Unknown,No,Returning,19,Low Stock,2,Mass,25-34,Female,Paid Social,None,Tender Lift Eye Patch (100ml),Aurora Prestige,Eye Care,Eye Patch,Dryness,100,134.8,11/05/2020
T920036,24/12/2022,"December 24, 2022",25-Dec-22,C503063,P1033,LW-HE-FAC-1033,ONLINE,WH-JAP-MAIN,Japan,Tokyo,E-commerce  ,Credit Card,Completed,3,53.15,159.45,5,7.97,151.48,60.33,6.14,Standard,3,0,,,No,N/A,No,Returning,302,In Stock,,Mass,25-34,F,Influencer,None,Tender Petal Sheet Mask (150ml),Herbal Roots,Face Mask,Sheet Mask,Dryness,150,20.11,03/03/2019
T904271,05-May-22,05/05/2022,07/05/2022,C503757,,,ONLINE,WH-SIN-MAIN,Singapore,Singapore,Online Marketplace,Cash on Delivery,Completed,2,551.82,1103.64,0,0,1103.64,428.76,5.42,Express,3,0,,N/A,No,-,No,Returning,789,In Stock,,Premium,45-54,Female,Retail Walk-in,Bronze,Silk Complex Collagen Ampoule (400ml),EcoPure  ,Anti-Aging,Collagen Ampoule,Uneven Texture,400,214.38,14/10/2021
T918095,14/02/2021,14-Feb-21,17/02/2021 0:00,C504137,P1029,LW-HE-ANT-1029,ONLINE,WH-CHI-MAIN,China,Beijing,Online Marketplace,Digital Wallet,processing,2,168.32,336.64,0,0,336.64,87.04,5.6,Standard,5,0,,,No,,No,New,180,In Stock,,Mass,18-24,Male,Marketplace Search,None,Silk Essence Wrinkle Cream (100ml),Herbal Roots,anti-aging,Wrinkle Cream,Acne,100,43.52,02/07/2020
T921657,01/07/2022,01/07/2022,07-Jul-22,C506865,P1027,LW-HE-SUN-1027,S112,WH-CHI-MAIN,CHINA,Shanghai,Distributor,Bank Transfer,Completed,60,94.94,5696.4,0,0,5696.4,1688.4,82.45,Freight (B2B),7,0,,,No,,No,Returning,688,In Stock,,VIP,35-44,Female,Paid Social,Platinum,Luminous Essence Sun Cream (400ml),Herbal Roots,Sunscreen,Sun Cream,Pores,400,28.14,15/02/2022
T920229,12/04/2022,12-Apr-22,"April 18, 2022",C501652,P1083,LW-AU-ACN-1083,ONLINE,WH-PHI-MAIN,Philippines,Cebu City,Online Marketplace,Digital Wallet,Completed,1,45.77,45.77,0,0,45.77,14.19,4.72,Express,9,0,,-,No,-,No,Returning,794,In Stock,,Mass,25-34,Female,Influencer,None,Aqua Balance Purifying Gel (30ml),Aurora Prestige,Acne Care,Purifying Gel,Oiliness,30,14.19,08/08/2021
T912105,06/05/2023,05/06/2023,"June 10, 2023",C502750,P1113,LW-EC-EYE-1113,ONLINE,WH-THA-MAIN,Thailand,Chiang Mai,E-commerce,Debit Card,Completed,1,202.29,202.29,0,0,202.29,51.19,4.75,Standard,9,0,,None,No,N/A,No,Returning,549,In Stock,,Mass,25-34,FEMALE,Referral,None,Fresh Balance Eye Cream (100ml),EcoPure,Eye Care,Eye Cream,Aging/Wrinkles,100,51.19,09/04/2023
T912230,01/06/2022,01/06/2022,07/06/2022,C502547,P1092,LW-AU-MOI-1092,ONLINE,WH-VIE-MAIN,Vietnam,Ho Chi Minh City,E-commerce,Store Credit,Completed,3,109.48,328.44,0,0,328.44,83.07,5.12,Express,11,0,,,No,,No,Returning,68,In Stock,,Premium,35-44,Female,Email Campaign,None,Silk Balance Gel Cream (150ml),Aurora Prestige,Moisturizer,Gel Cream,Sensitivity,150,27.69,05/09/2019
T910786,11/25/2021,25/11/2021,12/02/2021,C505528,P1039,LW-HE-CLE-1039,ONLINE,WH-SOU-MAIN,South Korea,Seoul,E-commerce,Debit Card,  Completed,1,7,7,0,0,7,2.12,3.88,Standard,10,0,,,No,-,No,New,144,In Stock,,Premium,35-44,Female,Marketplace Search,None,Dewy Ritual Cleansing Balm (50ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,50,2.12,03/06/2020
T914194,14/01/2024,14/01/2024 0:00,01/15/2024,C503317,P1086,LWAUANT1086,ONLINE,WH-IND-MAIN,Indonesia,Surabaya,Social Commerce,Cash on Delivery,Completed,5,1274.49,6372.45,0,0,6372.45,2066.65,8.6,Express,2,0,,N/A,No,,No,Returning,248,In Stock,4,Premium,25-34,female,Organic Search,Bronze,Silk Infusion Firming Serum (400ml),Aurora Prestige,Anti-Aging,Firming Serum,Acne,400,413.33,16/12/2023
T916113,15/12/2023,15/12/2023,22/12/2023,C501075,P1010,LW-SE-BOD-1010,ONLINE,WH-TAI-MAIN,Taiwan,Kaohsiung,E-commerce,  Credit Card,Completed,1,6.2,6.2,20,1.24,4.96,1.75,2.09,Standard,9,1.52,CMP0024,12.12 Year End Sale 2023,No,N/A,No,Returning,176,In Stock,,Mass,35-44,Female,Affiliate,Gold,Tender Recovery Hand Cream (50ml),Seoul Glow,Body Care,Hand Cream,Aging/Wrinkles,50,1.75,18/12/2020
T918032,10/08/2023,08/10/2023,"August 13, 2023",C502681,P1065,LW-CL-ACN-1065,ONLINE,WH-PHI-MAIN,Philippines,Cebu City,E-commerce,Debit Card,Completed  ,1,71.65,71.65,0,0,$71.65,28.95,8.51,Same-Day,7,0,,None,No,-,No,Returning,364,In Stock,,Mass,55+,Unknown,Distributor B2B,None,Silk Root Spot Treatment (200ml),ClearDerm,Acne Care,Spot Treatment,Sensitivity,200,28.95,08/03/2019
T918526,09/09/2022,09/09/2022,10-Sep-22,C506293,P1091,LW-AU-FAC-1091,ONLINE,WH-THA-MAIN,Thailand,Chiang Mai,E-commerce,Digital Wallet,Completed,3,288.23,864.69,0,0,$864.69,319.14,3.03,Standard,4,0,,,No,N/A,No,Returning,406,In Stock,5,Mass,35-44,Female,Organic Search,Bronze,Bright Veil Sheet Mask (400ml),Aurora Prestige,Face Mask,Sheet Mask,Pores,400,106.38,25/10/2021
T900263,28/08/2021,28-Aug-21,01-Sep-21,C500929,P1094,LW-AU-ACN-1094,ONLINE,WH-THA-MAIN,Thailand,Chiang Mai,Online Marketplace,Digital Wallet,Completed,4,15.3,61.2,0,0,$61.20,23.12,8.95,Standard,7,1.02,CMP0041,Retargeting - All Markets 2021,No,-,No,Returning,447,In Stock,4,Mass,35-44,Female,Paid Social,None,Crystal Shield Spot Treatment (15ml),Aurora Prestige,Acne Care,Spot Treatment,Acne,15,5.78,10/10/2020
T919723,08-Nov-24,08/11/2024,13/11/2024 0:00,C503906,P1059,LW-CL-EYE-1059,ONLINE,WH-MAL-MAIN,Malaysia,Kuala Lumpur,E-commerce,Digital Wallet,Completed,4,499.09,1996.36,10,199.64,1796.72,562.08,8.08,Same-Day,7,0,,None,No,Unknown,No,New,663,In Stock,4,Mass,45-54,Female,Distributor B2B,Silver,Revive Infusion Eye Serum (400ml),ClearDerm,Eye Care,Eye Serum,Uneven Texture,400,140.52,23/11/2020
T918064,27/06/2022,27/06/2022,28-Jun-22,C503462,P1032,LW-HE-FAC-1032,ONLINE,WH-CHI-MAIN,China,Guangzhou,E-commerce  ,Credit Card,Completed,4,4.01,16.04,0,0,16.04,6.64,6.29,Express,6,0,,,No,,No,Returning,480,In Stock,,Mass,18-24,Male,Organic Search,None,Tender Petal Sheet Mask (15ml),Herbal Roots,Face Mask,Sheet Mask,Dryness,15,1.66,03/03/2019
T920023,"April 10, 2023",10-Apr-23,04/13/2023,C505937,P1008,LW-SE-SUN-1008,ONLINE,WH-JAP-MAIN,Japan,Osaka,E-commerce,Credit Card,Cancelled,2,35.36,70.72,0,0,70.72,21.1,7.56,Standard,5,0,,,No,-,Yes,Returning,121,In Stock,,Mass,18-24,Woman,Retail Walk-in,Bronze,Velvet Elixir Sun Cushion (100ml),Seoul Glow,Sunscreen,Sun Cushion,General Care,100,10.55,09/07/2020
T912944,01/11/2022,"January 11, 2022","January 12, 2022",C504381,P1045,LW-HE-SER-1045,ONLINE,WH-TAI-MAIN,Taiwan,Kaohsiung,E-COMMERCE,Credit Card,Returned,1,222.24,222.24,5,11.11,211.13,61.66,7.85,Express,2,0,,N/A,Yes,Arrived Too Late,No,Returning,225,In Stock,,Mass,45-54,female,Influencer,Bronze,Soothe Barrier Brightening Serum (200ml),Herbal Roots,Serum,Brightening Serum,Sensitivity,200,61.66,22/04/2020
T909723,08/30/2024,30/08/2024,31/08/2024,C502083,P1094,LW-AU-ACN-1094,S124,WH-PHI-MAIN,Philippines,Cebu City,Distributor,Bank Transfer,Completed,6,15.3,91.8,0,0,91.8,34.68,6.29,Freight (B2B),3,0,,N/A,No,Unknown,No,Returning,370,In Stock,4,Mass,25-34,Female,Affiliate,None,Crystal Shield Spot Treatment (15ml),Aurora Prestige,acne care,Spot Treatment,Acne,15,5.78,10/10/2020
T921142,"December 30, 2021",30/12/2021,04/01/2022,C502956,P1038,LW-HE-CLE-1038,ONLINE,WH-IND-MAIN,Indonesia,Surabaya,E-COMMERCE,Debit Card,Cancelled,1,19.91,19.91,0,0,19.91,5.38,3.52,Standard,9,0,,,No,-,Yes,Returning,195,In Stock,,VIP,18-24,Non-binary,Distributor B2B,Silver,Dewy Ritual Cleansing Balm (150ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,150,5.38,03/06/2020
T903937,06/01/2021,06/01/2021 0:00,"January 11, 2021",C504137,P1102,LW-EC-MOI-1102,ONLINE,WH-CHI-MAIN,China,Guangzhou,Online Marketplace,Bank Transfer,Completed,4,3.22,12.88,0,0,12.88,5.32,8.46,Standard,8,0,,None,No,-,No,New,796,In Stock,,Mass,18-24,Male,Marketplace Search,None,Calm Barrier Emulsion (15ml),EcoPure,Moisturizer,Emulsion,Aging/Wrinkles,15,1.33,20/05/2019
T902538,30/09/2024,09/30/2024,10/05/2024,C501231,P1076,LW-AU-ACN-1076,ONLINE,WH-MAL-MAIN,Malaysia,Kuala Lumpur,Online Marketplace,cash on delivery,Completed,1,31.26,31.26,0,0,31.26,$11.32,8.91,Express,6,0,,-,No,,No,Returning,278,In Stock,5,Premium,35-44,Female,Marketplace Search,None,Bright Elixir Blemish Serum (30ml),Aurora Prestige,Acne Care,Blemish Serum,Dullness,30,11.32,19/02/2024
T915753,05/04/2024,05/04/2024,10-Apr-24,C501648,P1058,LW-CL-BOD-1058,ONLINE,WH-SOU-MAIN,South Korea,Busan,online store,Digital Wallet,Returned,3,14.5,43.5,0,0,43.5,18.66,1.66,Express,10,0,,,Yes,Skin Irritation / Allergic Reaction,No,Returning,780,In Stock,,Mass,35 - 44,Female,Marketplace Search,Silver,Silk Harmony Hand Cream (250ml),ClearDerm,Body Care,Hand Cream,Acne,250,6.22,02/01/2020
T920102,13-Dec-23,"December 13, 2023",19/12/2023,C500245,P1075,LW-AU-MOI-1075,ONLINE,WH-UNI-MAIN,United States,New York,E-commerce,Digital Wallet,Completed,1,34.18,34.18,0,0,34.18,8.75,4.4,Express,10,0,,None,No,-,No,Returning,236,In Stock,3,Premium,25-34,,Distributor B2B,None,Silk Veil Cream (50ml),Aurora Prestige,Moisturizer,Cream,Dryness,50,8.75,22/08/2020
T916559,17-Jun-21,17/06/2021 0:00,,C502260,P1094,LW-AU-ACN-1094,S105,WH-JAP-TOK,japan,Osaka,Retail Store,Cash on Delivery,Completed,-1,15.3,15.3,0,0,15.3,5.78,0,Store Pickup,0,0,,,No,,No,Returning,657,In Stock,4,Mass,35-44,FEMALE,Marketplace Search,None,Crystal Shield Spot Treatment (15ml),Aurora Prestige,Acne Care,Spot Treatment,Acne,15,5.78,10/10/2020
T905228,04/09/2024,09-Apr-24,12/04/2024,C501048,P1017,LW-SE-ANT-1017,ONLINE,WH-TAI-MAIN,Taiwan,Taipei,Online Marketplace,Digital Wallet,Completed,4,19.57,78.28,0,0,78.28,27.44,4.36,Same-Day,8,0,,,No,-,No,Returning,672,In Stock,5,Mass,55+,female,Affiliate,Gold,Soothe Complex Firming Serum (15ml),Seoul Glow,Anti-Aging,Firming Serum,Hyperpigmentation,15,6.86,01/08/2022
T912991,08/15/2024,15/08/2024,19/08/2024,C506746,P1008,LW-SE-SUN-1008,ONLINE,WH-VIE-MAIN,Vietnam,Hanoi,E-commerce,Credit Card,Completed,1,35.36,35.36,25,8.84,26.52,10.55,3.56,Standard,8,0.52,CMP0029,8.8 Beauty Fest 2024,No,N/A,No,Returning,264,In Stock,5,Premium,45-54,Female  ,Referral,Bronze,Velvet Elixir Sun Cushion (100ml),Seoul Glow,Sunscreen,Sun Cushion,General Care,100,10.55,09/07/2020
T922122,03/23/2021,03/23/2021,29-Mar-21,C501779,P1049,LW-CL-EYE-1049,ONLINE,WH-CHI-MAIN,China,Beijing,Marketplace,Debit Card,Completed,2,162.86,325.72,0,0,325.72,109.22,3.83,Standard,8,0,,N/A,No,Unknown,No,Returning,638,In Stock,,Mass,25-34,Female,Referral,Gold,Renew Bloom Eye Serum (150ml),ClearDerm,Eye Care,Eye Serum,Pores,150,54.61,02/05/2020
T913244,28/01/2021,28-Jan-21,"February 04, 2021",C502067,P1084,LW-AU-EYE-1084,ONLINE,WH-CHI-MAIN,China,Beijing,E-commerce,Store Credit,Returned,2,184.93,369.86,0,0,369.86,113,4.48,Standard,10,0,,N/A,Yes,Product Damaged in Transit,No,Returning,543,In Stock,,VIP,25-34,Female,Distributor B2B,None,Tender Lift Eye Patch (50ml),Aurora Prestige,Eye Care,Eye Patch,Dryness,50,56.5,11/05/2020
T909943,16/05/2023,"May 16, 2023",,C504004,P1050,LW-CL-FAC-1050,S102,WH-SOU-BUS,South Korea,Busan,Retail Store,Digital Wallet,Completed,2,33.05,66.1,15,$9.91,56.19,18.1,0,Store Pickup,0,0,,,No,N/A,No,Returning,506,In Stock,,Mass,35-44,female,Organic Search,Bronze,Fresh Ritual Peel-off Mask (100ml),ClearDerm,Face Mask,Peel-off Mask,Uneven Texture,100,9.05,01/07/2019
